"day","location","date","month","year","hour","min","BADCHECKS"
6,4,16,12,2006,17,26,1
6,7,16,12,2006,14,0,1
5,4,15,12,2006,0,1,1
4,2,14,12,2006,0,1,1
2,2,12,12,2006,7,0,1
3,9,29,11,2006,9,0,1
6,2,4,11,2006,8,30,1
2,1,31,10,2006,9,0,1
5,1,20,10,2006,0,1,1
3,5,4,10,2006,16,40,1
3,4,20,9,2006,9,0,1
2,6,19,9,2006,9,41,1
2,2,5,9,2006,17,27,1
3,3,23,8,2006,16,45,1
6,9,29,7,2006,7,45,1
5,2,28,7,2006,13,45,1
4,3,13,7,2006,12,0,1
3,4,12,7,2006,19,30,1
2,7,11,7,2006,17,0,1
6,9,1,7,2006,12,0,1
6,1,1,7,2006,0,1,1
6,7,1,7,2006,0,1,1
2,4,27,6,2006,0,1,1
7,2,18,6,2006,18,0,1
4,9,15,6,2006,13,6,1
3,1,14,6,2006,16,25,1
6,1,20,5,2006,9,0,1
5,4,19,5,2006,0,1,1
1,8,1,5,2006,9,0,1
3,1,19,4,2006,0,1,1
3,5,5,4,2006,7,0,1
3,9,22,3,2006,9,0,1
1,9,20,3,2006,0,1,1
5,8,10,3,2006,10,0,1
4,5,9,3,2006,0,1,1
1,2,6,3,2006,0,1,1
2,7,21,2,2006,12,0,1
1,4,20,2,2006,1,0,1
6,8,28,1,2006,12,0,1
2,10,24,1,2006,12,0,1
6,1,14,1,2006,14,30,1
2,9,10,1,2006,12,0,1
2,3,10,1,2006,8,0,1
1,4,9,1,2006,17,0,1
1,10,9,1,2006,0,1,1
5,2,30,12,2005,12,0,1
1,10,26,12,2005,16,30,1
6,5,17,12,2005,11,17,1
6,3,17,12,2005,8,0,1
4,9,15,12,2005,0,1,1
7,10,4,12,2005,15,32,1
5,4,2,12,2005,0,1,1
4,5,1,12,2005,15,0,1
3,1,16,11,2005,0,1,1
2,5,15,11,2005,12,0,1
2,1,15,11,2005,0,1,1
1,5,14,11,2005,15,37,1
7,5,6,11,2005,0,1,1
4,8,3,11,2005,16,30,1
2,4,1,11,2005,15,0,1
5,10,21,10,2005,12,0,1
2,5,4,10,2005,10,0,1
1,1,3,10,2005,12,0,1
7,8,25,9,2005,12,0,1
5,1,23,9,2005,0,1,1
2,2,20,9,2005,12,0,1
2,5,20,9,2005,9,0,1
5,9,9,9,2005,0,1,1
4,8,8,9,2005,12,0,1
3,5,7,9,2005,0,1,1
1,10,5,9,2005,18,40,1
2,5,23,8,2005,0,1,1
1,3,8,8,2005,0,1,1
6,4,16,7,2005,14,0,1
4,7,14,7,2005,15,50,1
4,7,14,7,2005,15,20,1
3,8,13,7,2005,14,0,1
3,4,13,7,2005,0,1,1
3,2,15,6,2005,11,0,1
4,4,2,6,2005,19,0,1
4,7,19,5,2005,11,0,1
2,5,17,5,2005,0,1,1
1,5,16,5,2005,12,0,1
1,4,16,5,2005,8,0,1
5,2,22,4,2005,9,0,1
4,8,7,4,2005,9,0,1
2,10,22,3,2005,12,0,1
2,1,22,3,2005,0,1,1
1,10,21,3,2005,13,0,1
1,5,7,3,2005,10,0,1
5,1,25,2,2005,9,0,1
6,2,12,2,2005,0,1,1
5,8,11,2,2005,13,30,1
3,9,9,2,2005,9,0,1
6,2,29,1,2005,17,0,1
6,4,29,1,2005,10,0,1
5,4,28,1,2005,12,45,1
4,7,27,1,2005,14,0,1
2,6,25,1,2005,17,34,1
3,5,12,1,2005,8,0,1
5,1,24,12,2004,7,10,1
3,5,8,12,2004,17,20,1
3,7,8,12,2004,15,0,1
2,9,7,12,2004,13,0,1
2,3,7,12,2004,0,1,1
3,5,24,11,2004,12,0,1
2,8,23,11,2004,12,0,1
4,1,11,11,2004,16,0,1
7,4,31,10,2004,6,51,1
5,2,1,10,2004,12,0,1
4,9,2,9,2004,23,30,1
2,2,31,8,2004,16,10,1
2,3,31,8,2004,4,50,1
1,5,30,8,2004,10,0,1
6,2,7,8,2004,19,30,1
6,1,10,7,2004,12,0,1
4,3,8,7,2004,16,0,1
7,1,16,5,2004,13,30,1
7,5,16,5,2004,12,0,1
3,2,12,5,2004,15,40,1
3,4,12,5,2004,10,0,1
2,2,11,5,2004,17,0,1
6,8,1,5,2004,0,1,1
5,3,30,4,2004,0,1,1
7,9,18,4,2004,15,0,1
6,2,17,4,2004,8,0,1
6,4,3,4,2004,0,1,1
3,2,31,3,2004,14,0,1
2,8,16,3,2004,0,1,1
1,4,15,3,2004,14,0,1
6,7,6,3,2004,12,0,1
5,1,5,3,2004,18,0,1
2,9,2,3,2004,7,0,1
1,1,1,3,2004,9,30,1
1,8,1,3,2004,0,1,1
2,2,17,2,2004,17,40,1
5,7,6,2,2004,12,0,1
5,7,6,2,2004,9,0,1
4,8,22,1,2004,12,0,1
3,7,21,1,2004,5,38,1
4,4,8,1,2004,9,0,1
2,7,6,1,2004,15,0,1
5,2,26,12,2003,14,0,1
2,7,23,12,2003,8,0,1
2,4,23,12,2003,7,0,1
1,2,22,12,2003,0,1,1
1,2,8,12,2003,13,0,1
3,3,26,11,2003,18,0,1
2,9,25,11,2003,11,0,1
1,2,24,11,2003,14,0,1
4,1,13,11,2003,19,0,1
3,4,12,11,2003,8,0,1
6,5,1,11,2003,12,0,1
5,10,31,10,2003,12,0,1
5,2,31,10,2003,11,14,1
2,8,28,10,2003,15,30,1
4,9,16,10,2003,15,0,1
3,1,15,10,2003,12,0,1
3,2,15,10,2003,10,30,1
2,5,14,10,2003,18,0,1
7,2,5,10,2003,12,0,1
5,9,3,10,2003,0,1,1
3,3,1,10,2003,0,1,1
2,1,30,9,2003,14,39,1
1,3,29,9,2003,13,30,1
1,2,15,9,2003,9,30,1
3,5,3,9,2003,10,0,1
1,7,1,9,2003,16,0,1
1,2,1,9,2003,12,0,1
6,8,23,8,2003,14,0,1
4,5,21,8,2003,15,0,1
3,10,20,8,2003,10,45,1
2,4,19,8,2003,8,0,1
1,1,18,8,2003,12,0,1
6,5,26,7,2003,9,0,1
2,2,22,7,2003,12,0,1
5,2,11,7,2003,0,1,1
4,8,10,7,2003,10,0,1
4,2,10,7,2003,9,0,1
6,8,28,6,2003,0,1,1
1,2,23,6,2003,14,0,1
1,4,23,6,2003,8,15,1
4,3,12,6,2003,0,1,1
3,5,11,6,2003,15,34,1
2,3,10,6,2003,10,20,1
7,10,1,6,2003,18,0,1
5,1,30,5,2003,11,30,1
3,8,28,5,2003,20,30,1
3,2,28,5,2003,14,54,1
2,2,27,5,2003,21,0,1
5,7,16,5,2003,12,0,1
4,2,15,5,2003,12,0,1
7,5,4,5,2003,14,0,1
3,1,30,4,2003,17,0,1
1,7,14,4,2003,19,0,1
1,10,14,4,2003,12,0,1
6,2,5,4,2003,14,30,1
4,1,3,4,2003,13,30,1
4,5,3,4,2003,12,0,1
4,2,3,4,2003,12,0,1
2,10,1,4,2003,14,0,1
2,4,1,4,2003,2,0,1
5,6,21,3,2003,0,1,1
3,5,5,3,2003,10,0,1
2,1,4,3,2003,17,0,1
1,6,3,2,2003,8,0,1
4,1,23,1,2003,17,45,1
5,5,10,1,2003,0,1,1
4,1,9,1,2003,10,0,1
4,1,9,1,2003,9,0,1
1,8,6,1,2003,9,0,1
1,2,28,6,2010,2,19,0
5,2,8,2,2008,7,30,0
4,4,23,1,2014,21,46,0
1,5,11,5,2015,10,15,0
1,4,2,3,2009,22,50,0
1,1,4,4,2005,14,0,0
2,10,26,7,2005,13,30,0
6,3,15,11,2003,12,0,0
4,5,14,7,2005,15,0,0
2,8,28,6,2005,18,45,0
6,4,5,11,2011,0,1,0
6,1,8,2,2003,14,30,0
4,4,13,11,2014,14,18,0
1,1,30,3,2009,11,0,0
4,4,6,2,2003,9,0,0
7,6,15,12,2013,11,30,0
3,3,24,12,2003,13,0,0
6,4,31,12,2011,22,30,0
3,4,17,10,2012,15,15,0
4,1,30,4,2009,2,35,0
6,1,5,10,2013,7,30,0
3,6,31,10,2007,16,0,0
1,3,21,3,2005,10,40,0
5,2,13,11,2009,20,0,0
4,6,2,10,2008,21,30,0
3,9,15,11,2006,16,50,0
5,4,12,8,2011,20,30,0
2,3,11,12,2007,14,41,0
4,8,23,9,2010,16,0,0
6,1,11,7,2009,21,0,0
3,10,19,3,2008,13,55,0
5,3,26,2,2010,19,30,0
7,4,4,10,2009,11,45,0
6,9,29,7,2006,23,30,0
5,2,31,10,2003,17,20,0
5,8,2,10,2009,15,40,0
6,2,8,9,2012,17,5,0
3,7,2,4,2014,11,30,0
7,2,11,1,2004,22,40,0
5,4,1,11,2013,12,17,0
1,4,3,2,2003,18,10,0
1,2,17,2,2014,6,0,0
1,1,13,6,2011,12,30,0
3,2,25,6,2008,12,0,0
6,4,31,10,2009,18,30,0
4,2,30,11,2006,13,0,0
7,1,4,12,2011,2,20,0
1,5,21,6,2004,12,35,0
1,5,12,10,2009,0,19,0
6,10,24,3,2007,18,13,0
4,9,16,5,2013,19,1,0
1,9,6,8,2012,16,18,0
5,5,7,9,2007,13,30,0
4,9,9,7,2009,10,36,0
1,8,2,5,2005,0,1,0
4,8,25,7,2013,13,36,0
5,5,25,8,2006,16,49,0
5,2,21,10,2005,18,50,0
2,10,29,6,2010,21,0,0
6,5,2,7,2005,22,0,0
4,6,5,4,2007,4,15,0
1,1,9,7,2007,11,0,0
5,3,22,10,2010,12,8,0
5,4,21,3,2003,12,0,0
4,5,31,10,2013,0,5,0
5,5,8,3,2013,14,39,0
7,8,15,7,2012,18,59,0
1,2,12,6,2006,16,40,0
1,2,7,1,2008,20,0,0
7,9,12,2,2012,8,10,0
3,4,14,5,2003,18,50,0
6,4,22,10,2005,15,40,0
3,8,6,4,2011,8,5,0
6,10,14,1,2006,4,15,0
5,5,26,8,2011,16,24,0
1,2,29,10,2007,17,40,0
7,1,20,5,2007,1,10,0
1,6,21,12,2009,6,0,0
3,5,1,10,2003,16,39,0
1,3,21,3,2005,10,11,0
3,5,4,2,2009,16,31,0
6,10,22,3,2003,15,0,0
4,5,29,6,2006,18,0,0
1,8,9,6,2003,17,31,0
7,1,19,10,2014,18,0,0
4,8,20,2,2003,22,0,0
7,2,18,10,2009,21,34,0
5,4,24,3,2006,15,0,0
1,5,11,10,2004,23,50,0
3,9,1,5,2013,15,15,0
5,3,17,5,2013,13,45,0
1,2,11,6,2007,0,1,0
4,4,2,10,2014,13,0,0
5,5,3,5,2013,1,0,0
5,10,4,5,2012,17,0,0
6,8,22,3,2003,4,35,0
4,2,11,7,2013,8,0,0
2,9,10,6,2008,17,30,0
7,2,23,3,2014,11,15,0
2,1,31,3,2009,13,5,0
4,1,10,3,2005,23,50,0
5,5,10,2,2012,3,0,0
1,8,27,12,2010,0,20,0
2,6,29,4,2003,15,23,0
5,1,30,6,2006,8,15,0
3,8,3,10,2007,21,0,0
3,10,18,3,2009,13,54,0
5,4,11,2,2011,11,0,0
7,4,15,6,2014,2,0,0
6,5,10,3,2007,3,44,0
4,9,8,9,2005,15,0,0
4,2,23,2,2006,9,0,0
5,5,6,3,2015,10,0,0
1,10,31,5,2010,15,26,0
1,10,27,6,2011,17,40,0
1,3,30,9,2013,19,0,0
2,2,15,11,2011,0,30,0
5,9,10,1,2003,13,0,0
1,10,11,6,2007,13,36,0
4,6,12,7,2007,5,13,0
7,2,20,9,2009,16,0,0
1,7,2,9,2013,1,0,0
5,2,16,12,2011,18,30,0
2,2,6,9,2011,21,11,0
6,4,27,11,2004,23,0,0
2,3,17,3,2009,18,36,0
4,7,12,1,2006,9,0,0
4,3,23,8,2012,21,28,0
6,2,21,9,2013,15,59,0
3,2,7,1,2009,13,0,0
6,6,7,8,2004,22,25,0
6,2,3,5,2014,17,0,0
7,1,21,9,2003,10,0,0
6,8,10,1,2015,19,0,0
6,4,4,10,2003,22,0,0
4,5,28,12,2006,14,0,0
3,3,13,11,2013,7,10,0
5,9,8,8,2014,19,30,0
7,4,15,12,2013,17,12,0
2,1,15,11,2005,19,0,0
4,4,19,3,2015,6,20,0
5,6,24,3,2006,4,0,0
5,4,17,10,2003,19,10,0
3,4,31,3,2004,12,0,0
6,8,20,9,2014,4,20,0
2,4,1,6,2010,0,1,0
2,8,17,2,2009,13,30,0
4,8,4,5,2006,0,1,0
3,8,27,5,2009,18,32,0
4,6,12,6,2008,8,10,0
6,8,23,8,2008,5,10,0
5,10,20,9,2013,14,40,0
2,8,25,5,2004,20,0,0
1,3,1,4,2013,14,11,0
2,1,27,5,2003,18,30,0
6,9,14,7,2007,15,40,0
6,10,22,5,2010,12,30,0
5,3,26,1,2007,19,5,0
4,10,29,5,2003,11,5,0
1,1,1,10,2007,22,55,0
2,3,8,7,2008,17,15,0
1,7,4,9,2006,4,0,0
3,4,22,2,2012,16,16,0
6,4,3,11,2007,13,34,0
3,5,14,10,2009,15,0,0
4,5,22,1,2015,11,51,0
6,5,3,6,2006,11,0,0
2,3,4,3,2003,0,45,0
3,7,23,6,2004,18,20,0
5,5,6,8,2004,19,0,0
5,5,14,11,2014,18,27,0
3,2,18,10,2006,18,50,0
6,10,14,11,2009,21,0,0
1,6,29,10,2012,23,20,0
5,10,4,9,2009,21,0,0
2,8,1,6,2010,17,0,0
5,4,11,7,2003,19,40,0
2,2,21,7,2009,12,1,0
6,2,21,9,2013,10,20,0
6,5,1,6,2013,7,0,0
3,6,22,1,2003,17,15,0
2,2,18,8,2009,22,30,0
5,4,5,10,2012,17,0,0
6,5,18,9,2004,18,48,0
2,1,18,2,2014,11,20,0
1,2,15,10,2012,12,48,0
2,2,2,5,2006,15,0,0
6,2,2,6,2007,12,0,0
7,10,12,2,2012,1,58,0
5,2,21,8,2009,17,0,0
6,1,14,6,2008,21,15,0
1,4,18,2,2013,20,30,0
3,6,20,4,2011,9,30,0
1,4,18,3,2013,17,35,0
2,2,24,8,2010,12,30,0
2,1,9,2,2010,7,0,0
2,4,30,10,2012,6,15,0
6,4,20,9,2008,10,0,0
3,3,1,9,2004,0,1,0
7,6,13,8,2006,22,10,0
3,7,4,2,2004,9,30,0
6,5,27,7,2013,19,30,0
6,9,14,1,2006,11,35,0
4,8,2,6,2011,18,30,0
7,7,27,7,2008,20,23,0
2,2,26,11,2013,4,30,0
3,4,14,11,2007,18,0,0
3,9,4,3,2015,12,44,0
2,5,4,3,2008,7,48,0
1,4,30,3,2015,14,42,0
3,5,5,3,2003,18,0,0
3,7,8,2,2006,19,30,0
5,3,14,11,2003,11,30,0
5,8,21,9,2007,23,45,0
5,6,26,8,2005,20,30,0
6,1,15,11,2008,18,30,0
1,5,22,2,2010,18,0,0
6,2,4,11,2006,19,40,0
6,8,18,10,2003,23,0,0
6,2,20,4,2013,21,0,0
3,4,1,12,2010,11,54,0
6,9,13,3,2010,15,30,0
5,8,25,7,2003,9,30,0
7,10,11,7,2004,18,0,0
2,2,16,9,2014,10,42,0
3,2,24,12,2003,12,0,0
5,7,9,2,2007,12,0,0
1,3,25,11,2013,11,18,0
6,2,21,3,2009,13,0,0
1,8,31,5,2010,17,0,0
4,6,19,3,2009,17,19,0
6,5,16,12,2006,7,30,0
3,8,20,8,2003,13,3,0
7,2,1,1,2006,0,1,0
6,2,21,9,2013,0,1,0
3,5,31,10,2007,0,1,0
6,8,29,12,2007,9,30,0
7,4,19,10,2008,16,50,0
2,7,23,8,2005,19,0,0
6,2,25,9,2010,16,45,0
1,10,16,2,2015,9,0,0
7,10,16,11,2014,17,23,0
2,5,23,6,2009,20,0,0
2,2,4,2,2014,21,0,0
6,1,12,7,2008,20,24,0
3,5,17,5,2006,0,1,0
6,3,11,7,2009,18,0,0
1,4,19,9,2005,19,30,0
3,2,18,8,2004,0,25,0
3,4,8,1,2014,23,0,0
3,8,1,4,2009,21,0,0
1,1,2,10,2006,11,2,0
6,4,1,11,2003,16,37,0
1,9,31,3,2008,23,30,0
7,5,14,1,2007,2,40,0
4,5,30,10,2003,16,44,0
4,10,12,6,2003,17,0,0
5,8,12,12,2008,11,50,0
7,8,22,3,2009,20,25,0
3,9,17,9,2003,11,30,0
5,10,16,5,2014,12,20,0
4,7,10,7,2008,0,1,0
6,3,18,4,2015,22,27,0
5,1,18,5,2007,20,5,0
6,1,4,6,2005,2,22,0
6,5,10,1,2015,19,10,0
4,9,1,12,2011,10,0,0
7,8,26,8,2007,9,0,0
5,5,3,6,2011,9,14,0
3,5,17,9,2003,21,3,0
6,9,3,12,2005,20,0,0
3,8,11,7,2012,12,53,0
5,6,13,6,2003,22,0,0
5,4,20,3,2009,0,20,0
6,5,10,7,2004,22,0,0
6,10,26,3,2005,21,0,0
7,4,18,7,2010,23,15,0
1,3,22,8,2011,0,30,0
6,6,22,4,2006,16,0,0
3,9,19,5,2010,17,30,0
2,3,30,11,2010,7,39,0
7,5,5,6,2005,13,0,0
1,8,16,5,2011,12,22,0
1,4,29,9,2003,8,0,0
3,3,26,1,2011,10,0,0
4,3,7,9,2006,17,0,0
1,5,18,4,2005,11,21,0
6,2,5,6,2010,10,30,0
6,5,9,4,2005,16,0,0
1,2,22,8,2011,19,8,0
6,2,6,3,2004,16,15,0
6,8,22,3,2008,12,0,0
2,3,22,3,2005,17,0,0
3,4,2,11,2011,10,27,0
6,6,27,12,2003,12,52,0
2,4,30,9,2003,21,0,0
7,3,1,6,2003,12,0,0
4,5,10,7,2003,16,24,0
3,2,29,10,2003,11,30,0
3,9,6,10,2010,12,0,0
1,3,26,4,2004,17,0,0
3,7,21,1,2015,10,0,0
5,4,3,12,2010,22,5,0
2,2,30,5,2006,5,11,0
2,2,4,4,2006,0,1,0
5,8,15,12,2006,23,0,0
1,2,17,10,2005,23,30,0
1,9,6,9,2010,14,0,0
5,6,8,8,2014,18,0,0
2,2,18,2,2003,12,43,0
2,7,30,10,2007,13,0,0
5,2,22,2,2013,21,0,0
7,2,8,9,2013,4,8,0
2,2,25,7,2006,18,52,0
4,2,6,3,2008,15,45,0
2,1,31,10,2006,17,0,0
6,2,15,11,2008,23,56,0
4,10,29,6,2006,11,35,0
2,2,29,5,2012,10,6,0
2,10,12,1,2010,10,0,0
5,4,26,7,2013,1,59,0
5,8,25,8,2006,17,20,0
5,2,2,4,2004,11,45,0
7,4,6,11,2011,2,30,0
6,2,1,11,2003,22,30,0
6,2,14,1,2006,18,0,0
1,5,20,2,2006,23,55,0
2,5,25,5,2004,15,50,0
2,5,28,6,2005,15,40,0
7,8,16,5,2004,14,53,0
3,7,23,7,2003,0,35,0
2,2,20,1,2004,12,0,0
5,3,4,9,2009,18,45,0
2,2,27,5,2003,12,13,0
5,4,30,4,2004,11,0,0
1,9,20,1,2014,10,50,0
6,5,11,2,2012,22,0,0
6,8,10,2,2007,9,0,0
1,2,8,12,2008,9,0,0
5,6,9,4,2010,19,27,0
5,3,12,12,2014,0,30,0
3,3,15,4,2015,17,0,0
1,2,17,2,2003,13,30,0
4,7,5,2,2015,8,30,0
4,2,18,9,2014,7,0,0
6,8,1,6,2013,12,0,0
5,6,23,9,2005,8,0,0
2,6,3,4,2012,10,29,0
1,5,19,4,2010,10,0,0
7,4,28,7,2013,2,20,0
7,5,25,1,2009,23,0,0
3,10,9,8,2006,20,20,0
5,6,23,3,2012,19,50,0
7,10,30,12,2007,11,30,0
5,5,15,7,2005,9,15,0
1,6,5,3,2012,17,50,0
1,2,30,5,2011,14,0,0
6,5,19,4,2014,2,36,0
3,7,29,6,2005,9,0,0
3,4,8,8,2007,19,5,0
3,2,29,9,2004,20,28,0
4,4,7,2,2013,1,45,0
3,3,17,9,2008,15,16,0
3,8,12,11,2014,15,40,0
4,5,27,1,2005,17,52,0
7,5,9,9,2007,13,42,0
3,5,3,9,2008,20,0,0
6,4,1,5,2004,16,54,0
1,4,29,10,2007,16,46,0
5,3,3,12,2010,17,0,0
5,1,6,2,2015,18,37,0
6,1,17,5,2008,0,1,0
5,7,4,4,2014,0,1,0
7,9,21,4,2013,14,0,0
3,8,26,11,2008,12,0,0
7,2,18,4,2004,5,30,0
3,9,24,12,2014,19,20,0
5,10,13,12,2013,15,0,0
4,3,17,10,2013,13,48,0
1,8,22,8,2005,19,0,0
4,10,8,8,2013,11,0,0
5,4,30,5,2003,18,26,0
5,9,26,12,2014,10,25,0
1,5,26,11,2012,14,25,0
2,10,24,8,2010,12,0,0
5,2,7,3,2008,17,0,0
7,2,29,12,2013,14,50,0
1,3,15,5,2006,7,45,0
4,4,26,6,2008,7,32,0
5,2,9,9,2011,1,5,0
4,10,22,1,2015,15,19,0
1,1,22,7,2013,20,30,0
6,9,25,8,2012,12,55,0
3,8,18,2,2015,4,9,0
1,8,1,4,2013,11,0,0
5,9,29,5,2009,13,12,0
2,2,29,9,2009,23,0,0
7,5,19,12,2010,20,0,0
6,4,3,11,2007,11,15,0
6,9,21,10,2006,14,0,0
7,2,2,5,2004,18,45,0
7,2,24,4,2011,0,1,0
3,2,10,8,2011,21,7,0
7,3,23,10,2005,0,1,0
2,8,2,9,2008,13,29,0
3,5,21,8,2013,15,30,0
4,8,27,12,2012,16,30,0
4,10,9,8,2007,19,40,0
4,2,9,12,2004,17,0,0
1,2,24,6,2013,20,0,0
3,10,24,3,2010,14,25,0
6,3,22,9,2012,14,56,0
6,5,19,10,2013,11,0,0
2,10,5,3,2013,19,15,0
